Year	   month	Tmax	Tmin	Prec	PAR	CO2
1968	2	-11.5	-25.0	60.0	377.3	322.6
1968	3	-1.7	-14.7	69.0	813.0	322.6
1968	4	8.0	-4.5	53.0	927.1	322.6
1968	5	15.3	0.5	10.0	1190.5	322.6
1968	6	20.2	6.4	73.0	1017.7	322.6
1968	7	22.3	8.9	121.0	850.9	322.6
1968	8	17.2	6.2	129.0	730.2	322.6
1968	9	18.1	6.6	61.0	574.5	322.6
1968	10	10.1	1.6	86.0	300.5	322.6
1968	11	-1.9	-8.5	60.0	167.6	322.6
1968	12	-7.4	-16.9	120.0	170.3	322.6
1969	1	-6.8	-17.6	66.0	167.5	323.9
1969	2	-6.0	-19.0	27.0	326.4	323.9
1969	3	-1.3	-14.3	42.0	645.1	323.9
1969	4	4.2	-7.5	42.0	938.3	323.9
1969	5	11.6	-0.7	66.0	1050.7	323.9
1969	6	18.8	5.5	114.0	1013.8	323.9
1969	7	21.3	9.2	108.0	1078.2	323.9
1969	8	21.6	10.1	119.0	686.8	323.9
1969	9	13.3	3.0	102.0	598.4	323.9
1969	10	6.6	-2.0	65.0	247.6	323.9
1969	11	1.6	-4.1	135.0	198.2	323.9
1969	12	-7.6	-17.9	79.0	162.2	323.9
1970	1	-15.1	-29.1	32.0	143.7	325.0
1970	2	-10.9	-25.8	83.0	336.8	325.0
1970	3	-1.4	-14.8	53.0	615.7	325.0
1970	4	5.5	-6.6	41.0	1045.1	325.0
1970	5	13.3	0.1	75.0	916.9	325.0
1970	6	20.2	6.9	115.0	1011.8	325.0
1970	7	24.2	11.1	194.0	941.3	325.0
1970	8	22.0	10.1	86.0	705.5	325.0
1970	9	13.4	3.7	128.0	514.3	325.0
1970	10	10.6	-0.6	42.0	286.7	325.0
1970	11	1.0	-7.1	86.0	165.7	325.0
1970	12	-12.7	-24.0	43.0	125.8	325.0
1971	1	-13.4	-26.8	52.0	155.3	325.9
1971	2	-8.9	-23.3	74.0	330.6	325.9
1971	3	-2.0	-15.7	58.0	619.6	325.9
1971	4	5.7	-5.7	64.0	966.5	325.9
1971	5	15.4	1.3	64.0	929.4	325.9
1971	6	20.7	5.4	61.0	944.5	325.9
1971	7	21.5	9.5	118.0	944.3	325.9
1971	8	19.6	8.3	145.0	715.7	325.9
1971	9	17.1	5.0	121.0	529.7	325.9
1971	10	9.3	0.1	133.0	235.3	325.9
1971	11	-1.8	-9.9	60.0	175.7	325.9
1971	12	-10.6	-22.9	88.0	146.7	325.9
1972	1	-10.3	-28.5	53.0	104.6	327.1
1972	2	-12.7	-27.6	69.0	353.7	327.1
1972	3	-5.3	-20.2	87.0	817.2	327.1
1972	4	5.0	-7.6	14.0	916.6	327.1
1972	5	14.6	0.1	49.0	896.2	327.1
1972	6	19.5	6.7	130.0	936.1	327.1
1972	7	23.0	9.9	103.0	988.4	327.1
1972	8	19.3	7.3	122.0	744.8	327.1
1972	9	14.5	3.2	144.0	508.0	327.1
1972	10	4.7	-3.0	73.0	254.9	327.1
1972	11	-1.3	-9.6	43.0	174.7	327.1
1972	12	-12.2	-25.9	57.0	152.3	327.1
1973	1	-10.7	-22.3	64.0	134.8	328.7
1973	2	-11.4	-25.8	63.0	389.3	328.7
1973	3	0.9	-12.1	40.0	584.8	328.7
1973	4	4.9	-4.4	87.0	1032.0	328.7
1973	5	12.0	2.4	104.0	1009.0	328.7
1973	6	21.8	8.6	96.0	935.6	328.7
1973	7	23.6	11.2	176.0	922.9	328.7
1973	8	21.8	10.9	173.0	750.2	328.7
1973	9	14.9	4.1	134.0	577.3	328.7
1973	10	9.3	0.0	98.0	318.3	328.7
1973	11	-1.7	-8.4	63.0	171.5	328.7
1973	12	-6.7	-17.1	102.0	172.0	328.7
1974	1	-15.2	-30.0	64.0	141.3	329.7
1974	2	-11.2	-25.0	51.0	345.0	329.7
1974	3	-4.3	-18.4	52.0	699.1	329.7
1974	4	3.5	-6.6	92.0	824.3	329.7
1974	5	9.3	-1.0	92.0	1287.0	329.7
1974	6	22.0	8.3	72.0	1009.0	329.7
1974	7	22.5	10.3	116.0	897.1	329.7
1974	8	21.4	8.4	116.0	731.4	329.7
1974	9	13.6	2.1	127.0	625.9	329.7
1974	10	4.2	-3.2	108.0	265.7	329.7
1974	11	0.2	-6.7	45.0	144.6	329.7
1974	12	-5.3	-16.4	77.0	141.0	329.7
1975	1	-11.1	-23.5	73.0	138.0	330.6
1975	2	-9.9	-22.2	43.0	342.7	330.6
1975	3	-3.3	-16.9	66.0	576.2	330.6
1975	4	4.1	-6.8	33.0	946.1	330.6
1975	5	17.4	2.0	68.0	963.5	330.6
1975	6	22.3	8.9	87.0	876.3	330.6
1975	7	24.3	12.2	180.0	786.1	330.6
1975	8	21.8	8.7	76.0	662.5	330.6
1975	9	14.9	5.2	132.0	614.0	330.6
1975	10	8.8	-0.6	58.0	296.6	330.6
1975	11	0.7	-7.0	86.0	176.3	330.6
1975	12	-11.4	-23.9	33.0	153.8	330.6
1976	1	-14.2	-27.5	69.0	101.6	331.7
1976	2	-7.6	-22.5	75.0	340.9	331.7
1976	3	-3.6	-18.2	72.0	836.1	331.7
1976	4	4.7	-4.3	53.0	955.0	331.7
1976	5	14.1	1.7	135.0	795.4	331.7
1976	6	23.4	7.9	77.0	953.5	331.7
1976	7	22.3	10.3	121.0	884.6	331.7
1976	8	20.9	9.2	147.0	841.5	331.7
1976	9	14.5	3.1	102.0	525.2	331.7
1976	10	5.4	-2.4	85.0	314.3	331.7
1976	11	-2.6	-9.4	52.0	164.6	331.7
1976	12	-13.1	-25.4	79.0	168.1	331.7
1977	1	-12.9	-25.0	72.0	136.4	333.3
1977	2	-8.6	-19.2	63.0	294.4	333.3
1977	3	1.1	-8.9	37.0	654.9	333.3
1977	4	5.3	-7.6	62.0	954.9	333.3
1977	5	17.2	1.4	32.0	972.9	333.3
1977	6	19.0	8.1	101.0	1124.6	333.3
1977	7	21.0	9.0	143.0	859.2	333.3
1977	8	20.2	8.2	124.0	786.8	333.3
1977	9	14.6	3.9	55.0	568.7	333.3
1977	10	8.4	-0.5	72.0	286.8	333.3
1977	11	2.5	-5.9	83.0	148.6	333.3
1977	12	-8.5	-17.9	38.0	167.1	333.3
1978	1	-12.6	-25.0	86.0	130.8	334.8
1978	2	-10.5	-22.5	19.0	367.1	334.8
1978	3	-5.2	-19.8	44.0	811.4	334.8
1978	4	5.4	-7.0	49.0	1103.1	334.8
1978	5	18.0	3.4	96.0	1183.6	334.8
1978	6	18.6	7.5	114.0	826.2	334.8
1978	7	22.0	9.4	124.0	954.2	334.8
1978	8	21.2	8.3	97.0	717.0	334.8
1978	9	13.3	1.3	160.0	526.8	334.8
1978	10	5.8	-1.9	79.0	274.1	334.8
1978	11	-1.0	-11.9	87.0	182.3	334.8
1978	12	-9.3	-21.5	126.0	162.2	334.8
1979	1	-10.9	-24.0	90.0	146.6	336.5
1979	2	-13.0	-25.2	38.0	343.8	336.5
1979	3	0.6	-11.7	53.0	565.6	336.5
1979	4	7.5	-3.6	31.0	921.0	336.5
1979	5	15.3	2.5	99.0	995.4	336.5
1979	6	21.2	6.9	153.0	1184.2	336.5
1979	7	23.5	10.4	138.0	755.6	336.5
1979	8	19.5	7.7	105.0	792.5	336.5
1979	9	15.2	3.1	154.0	519.2	336.5
1979	10	8.4	0.0	111.0	292.2	336.5
1979	11	1.1	-6.7	88.0	170.0	336.5
1979	12	-6.0	-16.9	42.0	176.2	336.5
1980	1	-10.9	-22.9	35.0	140.6	338.4
1980	2	-10.5	-24.0	14.0	341.8	338.4
1980	3	-1.7	-15.2	35.0	720.0	338.4
1980	4	7.5	-3.7	70.0	868.4	338.4
1980	5	15.2	1.3	98.0	961.4	338.4
1980	6	19.2	5.2	91.0	947.6	338.4
1980	7	21.6	9.2	165.0	889.8	338.4
1980	8	22.3	9.5	160.0	725.4	338.4
1980	9	12.7	2.5	203.0	558.1	338.4
1980	10	5.6	-2.3	105.0	306.7	338.4
1980	11	-1.8	-9.5	48.0	176.4	338.4
1980	12	-13.5	-27.1	73.0	150.8	338.4
1981	1	-13.2	-25.8	41.0	145.3	339.7
1981	2	-3.7	-14.8	69.0	346.1	339.7
1981	3	0.6	-9.9	32.0	817.5	339.7
1981	4	5.7	-4.9	83.0	962.3	339.7
1981	5	13.9	1.1	93.0	1023.4	339.7
1981	6	19.7	6.4	178.0	936.7	339.7
1981	7	23.5	9.4	118.0	976.2	339.7
1981	8	21.6	8.6	79.0	706.7	339.7
1981	9	15.3	5.0	93.0	652.6	339.7
1981	10	6.5	-1.8	77.0	258.4	339.7
1981	11	0.6	-6.2	88.0	178.1	339.7
1981	12	-4.9	-14.2	67.0	153.7	339.7
1982	1	-16.1	-29.5	46.0	132.3	340.8
1982	2	-11.7	-25.5	44.0	339.6	340.8
1982	3	-2.5	-17.5	55.0	749.0	340.8
1982	4	2.6	-8.9	73.0	1005.4	340.8
1982	5	16.0	1.9	67.0	875.4	340.8
1982	6	19.5	6.5	149.0	914.8	340.8
1982	7	22.3	9.5	148.0	1015.5	340.8
1982	8	17.9	6.3	106.0	733.0	340.8
1982	9	15.6	4.3	86.0	557.4	340.8
1982	10	9.6	0.0	65.0	324.4	340.8
1982	11	0.4	-7.5	123.0	154.1	340.8
1982	12	-5.9	-17.7	91.0	158.3	340.8
1983	1	-10.2	-21.2	46.0	131.1	342.2
1983	2	-8.0	-20.8	95.0	325.8	342.2
1983	3	-1.2	-11.2	65.0	810.1	342.2
1983	4	5.5	-3.1	125.0	879.3	342.2
1983	5	10.2	0.6	146.0	1033.4	342.2
1983	6	22.2	7.0	60.0	946.3	342.2
1983	7	23.0	9.8	83.0	714.2	342.2
1983	8	23.0	9.3	53.0	817.4	342.2
1983	9	16.9	5.9	130.0	527.6	342.2
1983	10	8.3	-0.7	93.0	245.8	342.2
1983	11	0.1	-6.8	97.0	169.8	342.2
1983	12	-11.0	-23.1	98.0	170.2	342.2
1984	1	-15.2	-30.4	27.0	140.9	343.8
1984	2	-4.1	-15.0	56.0	340.5	343.8
1984	3	-5.8	-18.8	36.0	692.0	343.8
1984	4	9.6	-5.0	44.0	874.5	343.8
1984	5	12.3	1.0	123.0	1037.6	343.8
1984	6	19.8	7.0	115.0	944.0	343.8
1984	7	22.6	10.6	158.0	955.2	343.8
1984	8	22.4	10.0	89.0	762.1	343.8
1984	9	13.4	2.9	82.0	485.2	343.8
1984	10	8.4	-1.2	57.0	276.7	343.8
1984	11	-0.3	-7.9	103.0	173.6	343.8
1984	12	-8.1	-19.2	73.0	159.0	343.8
1985	1	-15.2	-26.7	38.0	140.6	345.3
1985	2	-7.9	-21.1	72.0	284.9	345.3
1985	3	-2.8	-15.5	46.0	736.9	345.3
1985	4	4.1	-7.6	33.0	1082.2	345.3
1985	5	12.7	-0.3	119.0	727.9	345.3
1985	6	19.4	5.9	107.0	1062.7	345.3
1985	7	21.7	10.2	193.0	971.3	345.3
1985	8	20.7	7.4	83.0	808.9	345.3
1985	9	16.2	4.8	103.0	576.7	345.3
1985	10	7.9	-0.8	90.0	333.1	345.3
1985	11	-1.6	-10.4	83.0	161.3	345.3
1985	12	-11.5	-23.4	47.0	168.4	345.3
1986	1	-11.7	-25.0	103.0	131.8	346.8
1986	2	-10.8	-24.2	27.0	346.0	346.8
1986	3	-2.7	-16.9	51.0	621.7	346.8
1986	4	8.6	-3.0	72.0	1253.9	346.8
1986	5	15.7	1.9	71.0	934.4	346.8
1986	6	17.4	3.8	114.0	902.2	346.8
1986	7	20.8	8.7	120.0	1019.7	346.8
1986	8	20.0	7.8	127.0	829.6	346.8
1986	9	12.5	2.5	130.0	612.3	346.8
1986	10	5.7	-2.2	117.0	298.8	346.8
1986	11	-2.5	-12.6	47.0	179.0	346.8
1986	12	-6.4	-19.7	58.0	166.7	346.8
1987	1	-11.1	-23.0	53.0	134.2	348.6
1987	2	-11.7	-23.0	10.0	310.7	348.6
1987	3	1.5	-12.4	23.0	805.8	348.6
1987	4	10.9	-2.9	62.0	910.3	348.6
1987	5	13.8	0.4	70.0	944.1	348.6
1987	6	21.0	7.3	86.0	1043.9	348.6
1987	7	22.9	10.7	138.0	854.1	348.6
1987	8	20.1	7.3	102.0	814.1	348.6
1987	9	15.6	5.0	126.0	451.1	348.6
1987	10	7.3	-1.1	99.0	270.9	348.6
1987	11	-0.7	-9.5	102.0	164.1	348.6
1987	12	-7.5	-17.9	56.0	183.4	348.6
1988	1	-9.5	-22.7	77.0	125.7	350.7
1988	2	-10.2	-25.6	76.0	371.2	350.7
1988	3	-2.8	-16.2	52.0	814.4	350.7
1988	4	6.7	-3.4	53.0	948.0	350.7
1988	5	17.1	2.2	67.0	1013.0	350.7
1988	6	19.1	6.6	113.0	969.2	350.7
1988	7	24.4	10.4	102.0	918.5	350.7
1988	8	20.4	9.0	160.0	743.0	350.7
1988	9	14.1	4.4	160.0	484.5	350.7
1988	10	6.6	-2.2	73.0	270.2	350.7
1988	11	0.3	-6.2	109.0	164.9	350.7
1988	12	-10.1	-22.6	91.0	129.6	350.7
1989	1	-11.4	-26.6	77.0	146.9	352.5
1989	2	-11.4	-27.5	18.0	346.0	352.5
1989	3	-4.7	-19.2	52.0	646.6	352.5
1989	4	4.8	-5.6	38.0	1168.0	352.5
1989	5	15.9	3.6	102.0	1030.8	352.5
1989	6	20.5	7.0	66.0	1081.6	352.5
1989	7	23.6	8.8	95.0	850.9	352.5
1989	8	21.1	8.8	151.0	767.9	352.5
1989	9	17.4	4.3	111.0	531.2	352.5
1989	10	8.4	-0.9	110.0	292.4	352.5
1989	11	-3.0	-11.0	98.0	129.9	352.5
1989	12	-15.6	-26.2	56.0	129.0	352.5
1990	1	-8.8	-21.9	78.0	144.2	353.9
1990	2	-10.4	-26.2	82.0	365.0	353.9
1990	3	-1.5	-16.3	26.0	654.9	353.9
1990	4	6.3	-4.9	77.0	1021.6	353.9
1990	5	13.7	-0.1	76.0	1220.6	353.9
1990	6	21.0	7.9	144.0	949.5	353.9
1990	7	22.7	9.8	103.0	769.3	353.9
1990	8	23.0	9.2	82.0	632.3	353.9
1990	9	14.9	3.6	114.0	530.3	353.9
1990	10	6.8	-0.8	102.0	270.2	353.9
1990	11	-1.0	-8.1	130.0	174.6	353.9
1990	12	-7.0	-19.7	79.0	159.0	353.9
1991	1	-14.8	-30.2	68.0	147.1	355.0
1991	2	-6.6	-21.9	30.0	435.1	355.0
1991	3	-0.8	-14.1	80.0	780.8	355.0
1991	4	7.3	-4.7	60.0	1041.2	355.0
1991	5	15.0	1.0	91.0	1177.1	355.0
1991	6	22.0	7.4	49.0	1071.1	355.0
1991	7	23.0	9.8	90.0	828.2	355.0
1991	8	22.4	9.5	108.0	659.9	355.0
1991	9	14.1	2.8	70.0	539.5	355.0
1991	10	7.8	-0.9	139.0	221.1	355.0
1991	11	0.9	-7.0	64.0	185.1	355.0
1991	12	-9.4	-22.4	73.0	179.2	355.0
1992	1	-13.1	-26.8	87.0	133.3	355.9
1992	2	-11.9	-26.4	53.0	344.2	355.9
1992	3	-4.5	-19.3	79.0	607.7	355.9
1992	4	4.2	-6.7	106.0	1044.8	355.9
1992	5	16.3	0.7	67.0	909.4	355.9
1992	6	19.0	5.7	107.0	1128.3	355.9
1992	7	19.0	7.4	148.0	822.6	355.9
1992	8	20.2	8.6	114.0	787.0	355.9
1992	9	15.7	4.7	132.0	503.8	355.9
1992	10	6.3	-1.5	70.0	275.4	355.9
1992	11	-0.8	-8.5	80.0	142.4	355.9
1992	12	-7.4	-18.3	58.0	176.3	355.9
1993	1	-12.7	-27.2	34.0	153.5	356.8
1993	2	-13.6	-29.2	52.0	325.3	356.8
1993	3	-1.5	-17.7	23.0	774.9	356.8
1993	4	7.3	-5.0	76.0	926.7	356.8
1993	5	13.8	2.7	133.0	951.0	356.8
1993	6	20.6	6.9	109.0	945.3	356.8
1993	7	22.2	11.0	162.0	925.7	356.8
1993	8	21.7	10.1	169.0	688.5	356.8
1993	9	14.3	3.0	125.0	435.3	356.8
1993	10	4.5	-2.7	128.0	285.4	356.8
1993	11	-1.8	-11.1	51.0	156.8	356.8
1993	12	-8.2	-19.3	69.0	166.2	356.8
1994	1	-19.1	-32.4	63.0	129.0	358.1
1994	2	-11.8	-25.9	43.0	329.9	358.1
1994	3	-1.7	-13.9	49.0	671.4	358.1
1994	4	4.0	-7.7	66.0	1004.7	358.1
1994	5	13.9	-0.7	64.0	1021.0	358.1
1994	6	21.5	8.7	157.0	1036.2	358.1
1994	7	22.1	10.9	166.0	915.5	358.1
1994	8	19.1	7.4	145.0	732.4	358.1
1994	9	15.5	4.5	110.0	588.9	358.1
1994	10	10.6	0.7	54.0	257.4	358.1
1994	11	1.5	-7.4	119.0	163.9	358.1
1994	12	-6.0	-16.4	51.0	151.4	358.1
1995	1	-9.3	-20.6	101.0	122.4	359.8
1995	2	-11.5	-25.0	79.0	497.2	359.8
1995	3	-1.3	-13.5	79.0	657.3	359.8
1995	4	3.3	-7.6	68.0	830.0	359.8
1995	5	13.7	1.0	126.0	1136.7	359.8
1995	6	23.2	7.5	59.0	909.7	359.8
1995	7	24.5	11.5	95.0	873.3	359.8
1995	8	23.0	8.7	109.0	678.8	359.8
1995	9	14.7	2.9	101.0	623.2	359.8
1995	10	10.0	1.9	120.0	306.6	359.8
1995	11	-1.9	-11.3	97.0	143.3	359.8
1995	12	-9.3	-20.7	45.0	157.7	359.8
1996	1	-12.9	-27.9	76.0	160.8	361.5
1996	2	-9.5	-22.7	64.0	338.8	361.5
1996	3	-2.2	-15.7	37.0	700.2	361.5
1996	4	5.6	-4.7	107.0	838.1	361.5
1996	5	12.7	-0.5	89.0	1099.0	361.5
1996	6	21.8	7.8	88.0	910.4	361.5
1996	7	21.6	10.3	253.0	815.6	361.5
1996	8	21.5	8.2	91.0	754.8	361.5
1996	9	16.6	5.0	108.0	653.5	361.5
1996	10	7.4	-1.5	114.0	264.6	361.5
1996	11	-0.4	-9.0	127.0	173.1	361.5
1996	12	-4.1	-12.6	101.0	127.3	361.5
1997	1	-13.3	-25.5	120.0	110.4	363.2
1997	2	-10.3	-25.5	64.0	345.6	363.2
1997	3	-4.7	-19.7	43.0	695.6	363.2
1997	4	5.9	-6.7	40.0	971.4	363.2
1997	5	10.8	0.1	169.0	1059.9	363.2
1997	6	21.0	6.3	116.0	891.6	363.2
1997	7	22.7	10.1	93.0	945.1	363.2
1997	8	19.4	7.4	113.0	586.5	363.2
1997	9	14.8	5.4	194.0	541.6	363.2
1997	10	7.4	-0.9	65.0	266.6	363.2
1997	11	-0.9	-9.7	67.0	185.1	363.2
1997	12	-6.7	-18.0	80.0	169.1	363.2
1998	1	-9.5	-21.5	56.0	174.7	365.3
1998	2	-3.3	-16.6	106.0	300.0	365.3
1998	3	-0.5	-13.0	90.0	675.4	365.3
1998	4	9.1	-3.8	50.0	1057.1	365.3
1998	5	18.1	4.1	75.0	1076.7	365.3
1998	6	20.9	9.0	150.0	1059.1	365.3
1998	7	22.3	10.2	149.0	933.5	365.3
1998	8	22.3	7.8	90.0	648.5	365.3
1998	9	15.2	5.1	150.0	512.2	365.3
1998	10	9.1	0.5	97.0	241.8	365.3
1998	11	-0.6	-7.3	106.0	157.2	365.3
1998	12	-4.8	-16.9	68.0	147.8	365.3
1999	1	-11.1	-26.3	72.0	171.1	367.3
1999	2	-5.5	-21.3	55.0	394.3	367.3
1999	3	-0.5	-12.7	51.0	859.0	367.3
1999	4	7.4	-4.7	23.0	756.0	367.3
1999	5	19.3	3.6	78.0	1073.1	367.3
1999	6	23.4	8.9	99.0	1035.1	367.3
1999	7	23.2	10.4	164.0	822.3	367.3
1999	8	21.6	8.7	80.0	734.0	367.3
1999	9	19.8	7.3	117.0	586.1	367.3
1999	10	6.2	-1.9	126.0	317.5	367.3
1999	11	2.2	-6.0	98.0	165.9	367.3
1999	12	-5.8	-14.6	114.0	147.3	367.3
2000	1	-11.8	-24.5	99.0	156.0	368.9
2000	2	-7.2	-23.3	53.0	355.8	368.9
2000	3	1.4	-10.8	55.0	605.4	368.9
2000	4	5.8	-6.6	89.0	1008.1	368.9
2000	5	14.1	1.8	113.0	1215.5	368.9
2000	6	18.7	4.7	101.0	1014.5	368.9
2000	7	22.7	9.4	117.0	1053.3	368.9
2000	8	21.5	9.3	131.0	782.0	368.9
2000	9	14.2	3.3	118.0	469.6	368.9
2000	10	8.3	-1.3	109.0	307.5	368.9
2000	11	2.3	-4.5	90.0	154.9	368.9
2000	12	-9.3	-19.5	88.0	178.7	368.9
2001	1	-10.3	-24.8	27.0	141.8	370.5
2001	2	-9.4	-23.9	94.0	369.1	370.5
2001	3	-1.5	-16.1	46.0	633.1	370.5
2001	4	6.9	-6.3	70.0	920.5	370.5
2001	5	18.7	3.4	87.0	1009.4	370.5
2001	6	21.0	7.8	131.0	969.7	370.5
2001	7	22.2	10.0	189.0	800.8	370.5
2001	8	22.8	10.6	88.0	718.2	370.5
2001	9	16.9	5.4	130.0	535.2	370.5
2001	10	8.6	1.3	152.0	327.5	370.5
2001	11	2.7	-5.2	101.0	161.1	370.5
2001	12	-3.0	-11.4	82.0	186.9	370.5
2002	1	-10.6	-23.1	67.0	155.3	372.5
2002	2	-8.5	-22.0	104.0	390.1	372.5
2002	3	-3.3	-18.4	65.0	619.5	372.5
2002	4	5.6	-6.0	95.0	1019.3	372.5
2002	5	12.4	0.0	127.0	924.4	372.5
2002	6	19.5	5.3	126.0	1162.7	372.5
2002	7	22.7	10.5	141.0	727.2	372.5
2002	8	22.7	9.6	88.0	826.7	372.5
2002	9	18.0	5.4	168.0	656.3	372.5
2002	10	6.3	-2.6	96.0	242.3	372.5
2002	11	-1.5	-10.4	128.0	188.1	372.5
2002	12	-6.6	-16.6	96.0	169.2	372.5
2003	1	-13.7	-26.1	30.0	133.5	374.8
2003	2	-12.0	-26.3	105.0	378.4	374.8
2003	3	-3.5	-18.2	44.0	574.7	374.8
2003	4	3.2	-8.7	100.0	948.2	374.8
2003	5	16.1	0.9	70.0	1001.9	374.8
2003	6	22.4	6.9	90.0	1120.6	374.8
2003	7	22.0	10.3	155.0	786.6	374.8
2003	8	21.6	9.8	165.0	850.5	374.8
2003	9	18.9	6.0	127.0	601.7	374.8
2003	10	8.1	-0.4	142.0	279.0	374.8
2003	11	1.0	-6.1	80.0	152.8	374.8
2003	12	-6.2	-17.3	132.0	163.8	374.8
2004	1	-15.8	-27.2	46.0	179.9	376.8
2004	2	-7.7	-21.2	67.0	393.8	376.8
2004	3	-0.7	-15.8	54.0	705.3	376.8
2004	4	4.2	-6.7	65.0	870.6	376.8
2004	5	11.4	-0.5	47.0	1026.5	376.8
2004	6	17.8	5.0	75.0	1218.1	376.8
2004	7	23.2	10.8	46.0	910.5	376.8
2004	8	20.5	8.8	51.0	735.7	376.8
2004	9	17.0	4.0	62.0	459.1	376.8
2004	10	9.8	-1.1	44.0	269.8	376.8
2004	11	-0.1	-7.9	37.0	150.4	376.8
2004	12	-9.3	-22.8	48.0	181.8	376.8
2005	1	-13.2	-28.7	8.0	135.6	378.8
2005	2	-6.3	-19.8	12.0	312.3	378.8
2005	3	-1.7	-14.0	21.0	814.7	378.8
2005	4	7.1	-3.6	61.0	979.4	378.8
2005	5	14.1	1.4	21.0	982.4	378.8
2005	6	22.1	8.6	56.0	921.0	378.8
2005	7	24.7	10.0	52.0	798.8	378.8
2005	8	22.2	9.0	95.0	851.5	378.8
2005	9	16.5	5.1	65.0	485.0	378.8
2005	10	9.9	1.7	43.0	320.2	378.8
2005	11	0.3	-7.2	66.0	179.6	378.8
2005	12	-8.1	-18.0	40.0	140.6	378.8
2006	1	-7.7	-19.4	42.0	125.5	380.8
2006	2	-10.7	-23.1	45.0	274.6	380.8
2006	3	0.1	-10.7	27.0	685.1	380.8
2006	4	8.7	-3.8	41.0	970.3	380.8
2006	5	16.2	4.0	43.0	961.4	380.8
2006	6	22.3	8.8	48.0	1108.4	380.8
2006	7	23.1	10.9	96.0	964.9	380.8
2006	8	19.8	7.2	33.0	717.9	380.8
2006	9	15.4	3.4	94.0	610.7	380.8
2006	10	7.7	-0.2	86.0	284.0	380.8
2006	11	3.1	-4.1	60.0	168.1	380.8
2006	12	-4.8	-14.5	38.0	141.9	380.8
2007	1	-9.5	-21.3	44.0	107.8	382.8
2007	2	-12.0	-24.8	20.0	379.6	382.8
2007	3	-4.1	-18.3	31.0	789.9	382.8
2007	4	7.7	-4.4	44.0	1009.3	382.8
2007	5	16.6	1.3	25.0	1025.6	382.8
2007	6	21.2	7.4	42.0	982.5	382.8
2007	7	21.9	9.3	44.0	988.7	382.8
2007	8	19.1	7.4	86.0	867.0	382.8
2007	9	16.4	4.3	42.0	591.2	382.8
2007	10	11.0	1.1	59.0	303.7	382.8
2007	11	0.2	-7.7	60.0	183.2	382.8
2007	12	-9.2	-20.4	36.0	129.5	382.8
2008	1	-9.3	-20.9	46.0	130.7	384.8
2008	2	-9.5	-23.8	35.0	310.4	384.8
2008	3	-4.7	-19.1	46.0	714.6	384.8
2008	4	8.2	-2.6	56.0	1059.7	384.8
2008	5	14.1	0.9	39.0	877.3	384.8
2008	6	19.9	8.4	86.0	873.0	384.8
2008	7	22.5	11.6	80.0	965.0	384.8
2008	8	21.4	10.0	54.0	688.7	384.8
2008	9	16.6	4.6	66.0	549.4	384.8
2008	10	9.5	0.4	64.0	286.8	384.8
2008	11	1.5	-5.4	40.0	137.6	384.8
2008	12	-8.7	-20.4	73.0	170.3	384.8
2009	1	-14.8	-28.1	33.0	152.0	387.0
2009	2	-7.3	-20.6	36.0	398.7	387.0
2009	3	-2.1	-17.5	26.0	796.7	387.0
2009	4	6.9	-4.1	46.0	1038.0	387.0
2009	5	13.0	-0.6	67.0	1176.8	387.0
2009	6	21.4	8.0	51.0	951.7	387.0
2009	7	21.3	10.9	95.0	969.2	387.0
2009	8	20.9	9.5	98.0	781.7	387.0
2009	9	16.8	4.6	64.0	574.7	387.0
2009	10	6.6	-1.4	54.0	265.6	387.0
2009	11	3.8	-3.6	42.0	157.2	387.0
2009	12	-6.9	-14.9	55.0	142.2	387.0
2010	1	-7.0	-18.0	17.0	143.2	389.3
2010	2	-3.1	-12.5	17.0	370.6	389.3
2010	3	1.8	-12.5	17.0	663.4	389.3
2010	4	9.7	-2.3	20.0	851.9	389.3
2010	5	17.1	3.2	40.0	918.7	389.3
2010	6	20.6	6.0	47.0	911.1	389.3
2010	7	23.5	11.5	66.0	934.7	389.3
2010	8	23.0	10.4	62.0	723.8	389.3
2010	9	15.3	5.8	142.0	613.0	389.3
2010	10	7.8	0.5	44.0	262.0	389.3
2010	11	0.7	-7.3	61.0	195.1	389.3
2010	12	-4.2	-12.0	79.0	184.5	389.3
2011	1	-12.7	-24.4	60.0	124.3	389.3
2011	2	-9.0	-20.7	55.5	311.9	389.3
2011	3	-4.6	-16.3	61.0	608.1	389.3
2011	4	4.1	-7.7	62.7	855.0	389.3
2011	5	12.8	0.9	79.4	911.8	389.3
2011	6	19.6	7.7	124.4	1027.2	389.3
2011	7	24.1	12.2	91.9	772.6	389.3
2011	8	21.1	9.2	100.7	763.4	389.3
2011	9	14.6	2.7	93.5	661.5	389.3
2011	10	8.6	-3.2	85.0	267.7	389.3
2011	11	-2.0	-13.8	90.8	163.8	389.3
2011	12	-8.4	-20.1	62.2	165.7	389.3
2012	1	-14.3	-26.1	55.1	137.3	389.3
2012	2	-6.5	-18.3	66.8	333.3	389.3
2012	3	-2.1	-13.9	61.1	643.8	389.3
2012	4	3.8	-8.0	60.9	1049.6	389.3
2012	5	16.2	4.3	69.5	967.9	389.3
2012	6	19.0	7.1	111.3	934.7	389.3
2012	7	21.7	9.8	108.9	920.1	389.3
2012	8	19.1	7.2	102.0	731.4	389.3
2012	9	13.5	1.6	108.2	613.5	389.3
