Year	   month	Tmax	Tmin	Prec	PAR	CO2
2057	5	15.6	3.7	70.8	1060.7	389.3
2057	6	18.5	6.6	110.3	1039.9	389.3
2057	7	20.7	8.8	140.5	1102.4	389.3
2057	8	19.6	7.7	102.8	791.0	389.3
2057	9	13.8	1.9	102.6	491.1	389.3
2057	10	5.6	-6.2	76.8	309.0	389.3
2057	11	1.0	-10.8	83.7	165.5	389.3
2057	12	-5.5	-17.2	62.7	145.8	389.3
2058	1	-12.6	-24.4	67.7	147.3	389.3
2058	2	-7.7	-19.5	54.7	374.5	389.3
2058	3	-4.2	-15.9	57.7	800.1	389.3
2058	4	9.4	-2.5	68.3	843.6	389.3
2058	5	14.2	2.3	77.5	1021.2	389.3
2058	6	18.5	6.7	116.5	889.1	389.3
2058	7	24.1	12.2	137.9	918.1	389.3
2058	8	19.4	7.5	103.1	732.7	389.3
2058	9	13.2	1.4	105.4	588.8	389.3
2058	10	8.1	-3.7	86.0	298.5	389.3
2058	11	2.5	-9.3	82.9	159.0	389.3
2058	12	-6.4	-18.2	74.9	142.8	389.3
2059	1	-6.7	-18.4	62.5	159.9	389.3
2059	2	-11.4	-23.2	47.6	334.8	389.3
2059	3	-0.8	-12.6	56.8	769.5	389.3
2059	4	5.4	-6.4	66.9	923.7	389.3
2059	5	10.5	-1.3	77.3	939.0	389.3
2059	6	20.4	8.5	106.8	833.5	389.3
2059	7	22.5	10.6	140.3	767.4	389.3
2059	8	19.9	8.0	119.1	712.1	389.3
2059	9	12.7	0.9	97.3	547.4	389.3
2059	10	6.6	-5.3	83.0	257.0	389.3
2059	11	-2.9	-14.7	86.1	146.4	389.3
2059	12	-6.3	-18.1	67.5	163.1	389.3
2060	1	-14.4	-26.1	56.8	135.5	389.3
2060	2	-8.5	-20.2	52.8	387.4	389.3
2060	3	-1.6	-13.4	60.3	711.1	389.3
2060	4	5.8	-6.0	57.4	1101.6	389.3
2060	5	17.0	5.1	67.1	787.4	389.3
2060	6	22.0	10.1	112.5	894.2	389.3
2060	7	24.7	12.8	110.9	858.9	389.3
2060	8	21.2	9.3	98.2	703.9	389.3
2060	9	15.8	4.0	116.2	563.4	389.3
2060	10	9.0	-2.9	93.0	287.7	389.3
2060	11	0.6	-11.2	88.3	201.9	389.3
2060	12	-10.1	-21.9	73.9	160.8	389.3
2061	1	-9.5	-21.3	60.4	129.2	389.3
2061	2	-9.9	-21.6	58.7	374.7	389.3
2061	3	-7.7	-19.4	63.4	665.0	389.3
2061	4	6.7	-5.1	59.1	1063.0	389.3
2061	5	13.8	2.0	69.4	1130.1	389.3
2061	6	21.0	9.1	110.3	1140.2	389.3
2061	7	24.9	13.0	111.3	753.8	389.3
2061	8	22.5	10.6	103.1	767.0	389.3
2061	9	12.7	0.9	94.6	617.4	389.3
2061	10	8.6	-3.2	91.0	311.1	389.3
2061	11	-2.9	-14.7	80.3	187.4	389.3
2061	12	-6.1	-17.8	64.2	175.7	389.3
2062	1	-12.9	-24.6	67.6	126.6	389.3
2062	2	-7.6	-19.4	53.7	398.7	389.3
2062	3	-2.2	-14.0	61.7	603.2	389.3
2062	4	10.1	-1.7	63.2	806.1	389.3
2062	5	11.9	0.1	74.8	966.0	389.3
2062	6	19.5	7.6	104.4	1161.2	389.3
2062	7	22.1	10.2	118.4	785.8	389.3
2062	8	19.6	7.7	116.5	587.8	389.3
2062	9	13.1	1.3	114.7	444.7	389.3
2062	10	10.4	-1.5	86.9	266.6	389.3
2062	11	1.2	-10.6	81.8	172.8	389.3
2062	12	-8.5	-20.3	62.2	120.7	389.3
2063	1	-9.9	-21.7	63.5	130.5	389.3
2063	2	-12.6	-24.3	53.2	368.2	389.3
2063	3	-0.9	-12.7	51.5	672.7	389.3
2063	4	8.1	-3.8	58.0	1189.2	389.3
2063	5	14.5	2.6	75.5	1199.1	389.3
2063	6	19.4	7.6	109.3	853.5	389.3
2063	7	21.8	9.9	116.8	1011.3	389.3
2063	8	21.3	9.4	103.2	756.4	389.3
2063	9	16.1	4.3	91.2	610.5	389.3
2063	10	7.3	-4.5	84.3	328.5	389.3
2063	11	-1.1	-12.9	89.8	177.3	389.3
2063	12	-8.0	-19.8	72.1	163.0	389.3
2064	1	-15.1	-26.9	66.5	120.7	389.3
2064	2	-7.7	-19.5	51.7	372.1	389.3
2064	3	-2.0	-13.8	61.4	811.6	389.3
2064	4	3.9	-7.9	59.0	1064.4	389.3
2064	5	15.9	4.1	77.8	872.0	389.3
2064	6	20.6	8.7	102.1	1104.0	389.3
2064	7	24.3	12.4	113.2	893.3	389.3
2064	8	20.4	8.5	102.4	837.8	389.3
2064	9	13.9	2.0	99.8	636.5	389.3
2064	10	10.0	-1.9	78.6	258.9	389.3
2064	11	-1.3	-13.1	79.0	164.7	389.3
2064	12	-6.7	-18.4	70.2	134.0	389.3
2065	1	-13.1	-24.8	58.8	140.6	389.3
2065	2	-12.0	-23.7	56.1	277.8	389.3
2065	3	-0.8	-12.6	60.3	680.9	389.3
2065	4	4.5	-7.4	59.9	901.0	389.3
2065	5	15.7	3.8	73.5	1081.5	389.3
2065	6	20.4	8.5	106.7	993.1	389.3
2065	7	21.8	9.9	113.8	903.3	389.3
2065	8	19.7	7.8	95.8	742.3	389.3
2065	9	16.5	4.6	98.5	624.4	389.3
2065	10	6.3	-5.5	86.1	325.4	389.3
2065	11	-0.6	-12.4	86.3	146.7	389.3
2065	12	-12.4	-24.2	61.4	158.7	389.3
2066	1	-14.7	-26.4	57.2	136.7	389.3
2066	2	-7.4	-19.2	62.3	376.8	389.3
2066	3	-4.2	-16.0	50.7	721.7	389.3
2066	4	4.7	-7.1	64.9	918.4	389.3
2066	5	15.7	3.8	70.6	1071.1	389.3
2066	6	20.0	8.1	98.9	990.3	389.3
2066	7	22.2	10.3	119.3	945.2	389.3
2066	8	19.9	8.0	111.4	793.6	389.3
2066	9	15.0	3.1	103.3	501.9	389.3
2066	10	8.9	-3.0	79.2	294.4	389.3
2066	11	-2.4	-14.2	91.9	199.9	389.3
2066	12	-13.0	-24.8	65.9	137.9	389.3
2067	1	-4.5	-16.3	50.7	163.9	389.3
2067	2	-11.7	-23.5	55.5	342.6	389.3
2067	3	0.4	-11.4	66.1	684.8	389.3
2067	4	4.5	-7.3	51.4	1045.9	389.3
2067	5	13.7	1.8	70.7	1071.1	389.3
2067	6	18.6	6.7	99.9	1018.8	389.3
2067	7	23.1	11.2	126.8	957.6	389.3
2067	8	22.1	10.2	92.1	771.3	389.3
2067	9	15.9	4.0	90.8	526.6	389.3
2067	10	4.9	-6.9	83.6	287.6	389.3
2067	11	0.3	-11.5	93.8	174.2	389.3
2067	12	-6.0	-17.8	59.2	191.5	389.3
2068	1	-12.3	-24.1	64.2	141.3	389.3
2068	2	-9.9	-21.6	55.1	427.9	389.3
2068	3	-0.5	-12.3	62.7	725.6	389.3
2068	4	5.8	-6.1	61.0	1033.2	389.3
2068	5	17.0	5.2	74.8	1122.5	389.3
2068	6	22.2	10.3	95.5	1073.0	389.3
2068	7	22.3	10.4	121.6	836.9	389.3
2068	8	19.8	7.9	120.7	693.2	389.3
2068	9	13.9	2.1	103.5	580.3	389.3
2068	10	7.9	-3.9	79.0	258.4	389.3
2068	11	-0.9	-12.7	82.0	157.8	389.3
2068	12	-4.3	-16.0	66.8	168.3	389.3
2069	1	-17.2	-29.0	57.6	138.4	389.3
2069	2	-8.9	-20.6	54.2	406.7	389.3
2069	3	-2.6	-14.4	56.8	705.6	389.3
2069	4	6.7	-5.1	54.4	936.8	389.3
2069	5	14.5	2.6	67.5	911.4	389.3
2069	6	20.4	8.6	100.6	1021.4	389.3
2069	7	23.5	11.6	128.3	876.7	389.3
2069	8	22.5	10.6	116.7	776.5	389.3
2069	9	11.0	-0.8	98.2	539.8	389.3
2069	10	8.8	-3.0	87.4	273.8	389.3
2069	11	-2.8	-14.6	83.9	179.3	389.3
2069	12	-10.2	-22.0	61.0	172.7	389.3
2070	1	-12.0	-23.7	61.7	127.7	389.3
2070	2	-9.7	-21.5	55.0	421.2	389.3
2070	3	-7.7	-19.5	63.0	761.3	389.3
2070	4	7.4	-4.5	65.7	854.6	389.3
2070	5	13.1	1.2	73.1	895.4	389.3
2070	6	19.2	7.3	103.6	1075.7	389.3
2070	7	24.1	12.2	119.1	824.8	389.3
2070	8	20.9	9.0	94.2	633.2	389.3
2070	9	12.4	0.6	113.8	479.0	389.3
2070	10	6.9	-4.9	74.7	326.5	389.3
2070	11	0.9	-10.9	95.5	186.9	389.3
2070	12	-9.7	-21.5	64.2	157.6	389.3
2071	1	-11.0	-22.7	63.5	141.9	389.3
2071	2	-9.9	-21.6	56.8	347.4	389.3
2071	3	0.2	-11.6	56.9	769.2	389.3
2071	4	7.2	-4.6	65.0	992.1	389.3
2071	5	12.1	0.2	70.4	932.0	389.3
2071	6	18.9	7.0	100.2	858.6	389.3
2071	7	22.0	10.1	115.6	771.8	389.3
2071	8	19.1	7.2	109.0	862.4	389.3
2071	9	16.2	4.3	128.4	549.2	389.3
2071	10	6.8	-5.0	78.1	280.8	389.3
2071	11	-1.4	-13.2	69.5	182.1	389.3
2071	12	-14.0	-25.7	70.7	155.1	389.3
2072	1	-11.3	-23.1	60.7	128.0	389.3
2072	2	-8.9	-20.6	54.4	358.2	389.3
2072	3	0.4	-11.4	54.3	838.7	389.3
2072	4	7.6	-4.2	52.9	992.5	389.3
2072	5	10.9	-1.0	74.6	965.0	389.3
2072	6	22.0	10.1	98.5	1139.2	389.3
2072	7	22.5	10.6	88.9	783.6	389.3
2072	8	19.2	7.3	100.1	840.8	389.3
2072	9	17.3	5.4	101.9	573.8	389.3
2072	10	6.4	-5.4	66.8	268.8	389.3
2072	11	-4.8	-16.5	77.4	156.5	389.3
2072	12	-6.4	-18.2	72.5	160.2	389.3
2073	1	-12.2	-23.9	58.2	134.6	389.3
2073	2	-11.0	-22.8	63.2	346.3	389.3
2073	3	2.1	-9.7	60.3	630.9	389.3
2073	4	6.4	-5.4	64.5	782.6	389.3
2073	5	14.8	2.9	67.4	970.1	389.3
2073	6	18.0	6.1	98.5	1000.9	389.3
2073	7	22.7	10.8	130.6	916.7	389.3
2073	8	21.2	9.3	109.0	595.1	389.3
2073	9	14.6	2.8	107.0	611.0	389.3
2073	10	9.1	-2.8	75.9	317.1	389.3
2073	11	-3.2	-15.0	77.2	156.2	389.3
2073	12	-7.2	-19.0	63.6	169.8	389.3
2074	1	-8.3	-20.1	61.5	109.6	389.3
2074	2	-12.4	-24.1	48.4	333.1	389.3
2074	3	-4.5	-16.2	59.3	784.6	389.3
2074	4	10.7	-1.2	60.1	1099.4	389.3
2074	5	13.3	1.4	77.7	1161.0	389.3
2074	6	21.1	9.2	99.4	1142.7	389.3
2074	7	22.4	10.5	121.6	814.5	389.3
2074	8	21.6	9.8	113.7	724.1	389.3
2074	9	17.2	5.3	114.4	560.7	389.3
2074	10	7.9	-4.0	85.5	306.1	389.3
2074	11	-4.3	-16.1	86.7	173.6	389.3
2074	12	-8.3	-20.1	65.6	149.2	389.3
2075	1	-11.8	-23.5	56.4	144.6	389.3
2075	2	-9.1	-20.9	60.8	330.5	389.3
2075	3	-3.4	-15.2	53.4	750.2	389.3
2075	4	3.9	-7.9	55.1	1080.6	389.3
2075	5	9.6	-2.3	73.1	979.8	389.3
2075	6	21.4	9.5	110.3	951.2	389.3
2075	7	24.0	12.1	110.4	937.5	389.3
2075	8	22.0	10.1	101.3	667.3	389.3
2075	9	15.3	3.4	91.1	559.5	389.3
2075	10	8.8	-3.1	92.0	280.9	389.3
2075	11	-1.9	-13.7	85.5	170.9	389.3
2075	12	-10.2	-21.9	60.5	167.0	389.3
2076	1	-10.6	-22.3	69.8	146.1	389.3
2076	2	-7.0	-18.8	61.5	333.9	389.3
2076	3	-2.5	-14.3	56.7	744.8	389.3
2076	4	6.3	-5.6	62.9	956.1	389.3
2076	5	14.2	2.4	77.8	1147.1	389.3
2076	6	19.3	7.5	106.8	1007.0	389.3
2076	7	24.0	12.1	132.9	749.2	389.3
2076	8	20.3	8.4	101.1	732.0	389.3
2076	9	14.7	2.8	91.8	580.6	389.3
2076	10	9.9	-1.9	75.6	371.4	389.3
2076	11	-0.6	-12.4	80.4	169.4	389.3
2076	12	-6.2	-17.9	61.2	148.2	389.3
2077	1	-15.1	-26.9	61.2	145.3	389.3
2077	2	-11.5	-23.3	51.5	384.4	389.3
2077	3	-6.2	-18.0	56.5	771.9	389.3
2077	4	6.4	-5.4	58.7	1011.4	389.3
2077	5	14.3	2.5	75.4	1049.4	389.3
2077	6	17.0	5.2	108.1	900.9	389.3
2077	7	21.5	9.6	116.6	719.8	389.3
2077	8	20.5	8.6	117.9	816.3	389.3
2077	9	15.7	3.9	86.1	584.1	389.3
2077	10	8.2	-3.6	81.7	278.5	389.3
2077	11	2.3	-9.5	79.8	179.0	389.3
2077	12	-8.8	-20.5	59.6	135.1	389.3
2078	1	-13.0	-24.8	59.3	127.0	389.3
2078	2	-8.8	-20.6	55.8	307.6	389.3
2078	3	-2.4	-14.2	58.1	764.8	389.3
2078	4	7.0	-4.8	61.1	944.6	389.3
2078	5	12.6	0.7	77.0	1104.3	389.3
2078	6	18.3	6.4	101.9	897.1	389.3
2078	7	24.1	12.2	103.4	927.0	389.3
2078	8	20.0	8.1	107.3	725.3	389.3
2078	9	16.5	4.6	95.1	566.0	389.3
2078	10	5.8	-6.0	81.6	287.6	389.3
2078	11	1.2	-10.6	97.8	151.2	389.3
2078	12	-7.4	-19.2	63.6	155.1	389.3
2079	1	-12.7	-24.5	57.3	142.3	389.3
2079	2	-11.8	-23.6	55.6	372.8	389.3
2079	3	0.0	-11.8	67.5	757.5	389.3
2079	4	4.5	-7.3	63.8	937.6	389.3
2079	5	14.5	2.6	75.4	1166.8	389.3
2079	6	22.5	10.6	115.4	976.7	389.3
2079	7	23.6	11.7	102.3	862.3	389.3
2079	8	20.9	9.0	111.0	785.9	389.3
2079	9	13.1	1.3	104.2	638.9	389.3
2079	10	8.9	-2.9	83.3	315.9	389.3
2079	11	-2.1	-13.9	77.4	172.4	389.3
2079	12	-8.4	-20.2	70.8	159.9	389.3
2080	1	-12.9	-24.7	58.2	136.6	389.3
2080	2	-7.9	-19.7	55.0	356.8	389.3
2080	3	-4.5	-16.3	56.7	765.2	389.3
2080	4	3.9	-7.9	66.6	1040.9	389.3
2080	5	13.4	1.5	76.2	1068.9	389.3
2080	6	18.8	6.9	101.0	886.3	389.3
2080	7	22.9	11.0	120.7	1006.4	389.3
2080	8	19.8	7.9	94.1	765.9	389.3
2080	9	14.3	2.5	106.1	561.4	389.3
2080	10	10.5	-1.3	85.7	264.1	389.3
2080	11	0.3	-11.5	84.9	155.6	389.3
2080	12	-8.5	-20.2	70.1	163.5	389.3
2081	1	-8.5	-20.2	59.2	136.7	389.3
2081	2	-11.3	-23.0	55.5	369.0	389.3
2081	3	-2.8	-14.6	59.2	704.1	389.3
2081	4	5.7	-6.1	56.3	1176.5	389.3
2081	5	16.9	5.0	71.8	1214.8	389.3
2081	6	23.3	11.4	115.4	1034.2	389.3
2081	7	22.0	10.1	122.5	1013.4	389.3
2081	8	22.5	10.6	109.6	855.4	389.3
2081	9	14.0	2.1	126.2	586.5	389.3
2081	10	9.0	-2.9	74.1	262.6	389.3
2081	11	-1.7	-13.5	78.9	173.7	389.3
2081	12	-4.6	-16.4	70.3	192.4	389.3
2082	1	-11.1	-22.8	62.9	151.1	389.3
2082	2	-11.0	-22.7	52.4	312.8	389.3
2082	3	-3.0	-14.8	59.3	609.5	389.3
2082	4	3.5	-8.3	62.6	1135.7	389.3
2082	5	15.5	3.6	77.1	983.6	389.3
2082	6	22.3	10.4	104.6	1204.4	389.3
2082	7	23.0	11.1	96.5	878.6	389.3
2082	8	23.5	11.6	98.8	819.1	389.3
2082	9	11.8	0.0	97.0	581.2	389.3
2082	10	4.9	-6.9	82.7	286.9	389.3
2082	11	-1.9	-13.7	74.0	156.4	389.3
2082	12	-9.5	-21.3	66.2	146.7	389.3
2083	1	-8.7	-20.5	65.2	146.2	389.3
2083	2	-8.9	-20.7	54.8	322.9	389.3
2083	3	-3.2	-15.0	52.3	678.1	389.3
2083	4	5.6	-6.2	52.0	816.2	389.3
2083	5	16.7	4.8	82.8	983.3	389.3
2083	6	19.3	7.4	109.3	926.9	389.3
2083	7	24.0	12.1	115.2	789.7	389.3
2083	8	18.8	6.9	116.9	783.1	389.3
2083	9	14.4	2.6	97.5	628.5	389.3
2083	10	8.3	-3.5	72.9	317.6	389.3
2083	11	1.9	-9.9	81.8	168.2	389.3
2083	12	-11.0	-22.7	66.1	180.2	389.3
2084	1	-13.0	-24.7	68.0	114.2	389.3
2084	2	-11.1	-22.8	58.5	391.6	389.3
2084	3	-2.6	-14.4	58.5	702.7	389.3
2084	4	2.2	-9.6	63.3	1025.1	389.3
2084	5	14.8	2.9	86.9	938.4	389.3
2084	6	20.9	9.0	106.6	923.6	389.3
2084	7	23.4	11.5	115.6	807.5	389.3
2084	8	20.7	8.8	94.3	681.8	389.3
2084	9	16.3	4.5	117.7	444.5	389.3
2084	10	7.2	-4.6	92.5	274.9	389.3
2084	11	0.3	-11.5	84.9	160.7	389.3
2084	12	-4.4	-16.2	61.7	164.6	389.3
2085	1	-11.3	-23.1	62.6	150.7	389.3
2085	2	-10.8	-22.6	64.9	346.9	389.3
2085	3	-5.7	-17.5	57.3	705.3	389.3
2085	4	6.0	-5.8	59.5	910.2	389.3
2085	5	11.5	-0.4	78.0	956.6	389.3
2085	6	22.8	10.9	101.6	1142.5	389.3
2085	7	24.0	12.1	118.9	787.2	389.3
2085	8	20.9	9.0	87.5	634.4	389.3
2085	9	15.6	3.8	107.3	586.7	389.3
2085	10	10.6	-1.3	84.9	284.0	389.3
2085	11	1.1	-10.7	81.0	175.0	389.3
2085	12	-7.0	-18.7	71.7	192.5	389.3
2086	1	-15.0	-26.7	59.9	159.0	389.3
2086	2	-8.7	-20.5	49.5	370.0	389.3
2086	3	-1.1	-12.9	56.3	595.3	389.3
2086	4	5.2	-6.6	54.1	1033.7	389.3
2086	5	20.1	8.2	73.0	863.6	389.3
2086	6	20.1	8.2	92.4	953.8	389.3
2086	7	22.6	10.7	122.4	717.1	389.3
2086	8	22.7	10.8	103.8	759.6	389.3
2086	9	14.8	2.9	102.3	539.6	389.3
2086	10	4.2	-7.6	81.4	267.7	389.3
2086	11	1.9	-9.9	87.6	172.1	389.3
2086	12	-6.5	-18.3	69.1	154.4	389.3
2087	1	-11.8	-23.6	59.2	125.7	389.3
2087	2	-16.2	-27.9	54.0	381.1	389.3
2087	3	0.0	-11.8	57.3	735.9	389.3
2087	4	3.5	-8.4	57.9	1058.4	389.3
2087	5	15.3	3.4	80.9	923.9	389.3
2087	6	19.8	7.9	97.4	1063.1	389.3
2087	7	22.2	10.3	115.2	901.9	389.3
2087	8	21.6	9.7	111.1	799.5	389.3
2087	9	16.9	5.0	101.6	661.3	389.3
2087	10	7.8	-4.1	80.4	313.1	389.3
2087	11	-1.3	-13.1	81.8	165.6	389.3
2087	12	-8.1	-19.9	77.4	181.4	389.3
2088	1	-15.2	-26.9	55.3	120.7	389.3
2088	2	-7.6	-19.3	58.2	294.1	389.3
2088	3	-5.3	-17.1	59.3	643.3	389.3
2088	4	3.3	-8.5	73.3	897.9	389.3
2088	5	13.5	1.6	65.1	1115.9	389.3
2088	6	18.9	7.0	113.0	1114.2	389.3
2088	7	21.6	9.7	133.0	950.2	389.3
2088	8	20.5	8.6	114.7	699.5	389.3
2088	9	14.5	2.6	105.5	534.4	389.3
2088	10	9.5	-2.4	73.7	267.0	389.3
2088	11	1.0	-10.8	76.7	191.3	389.3
2088	12	-5.8	-17.6	69.9	168.3	389.3
2089	1	-12.7	-24.5	63.2	150.0	389.3
2089	2	-10.2	-22.0	55.6	349.4	389.3
2089	3	-2.7	-14.5	62.7	678.7	389.3
2089	4	3.6	-8.2	51.9	1035.0	389.3
2089	5	14.4	2.6	84.9	1240.0	389.3
2089	6	20.6	8.7	97.4	941.8	389.3
2089	7	22.8	10.9	115.1	752.1	389.3
2089	8	20.1	8.2	103.6	783.7	389.3
2089	9	15.8	3.9	109.4	519.7	389.3
2089	10	6.9	-5.0	86.1	299.3	389.3
2089	11	-0.5	-12.3	83.5	153.9	389.3
2089	12	-7.7	-19.5	64.9	168.7	389.3
2090	1	-12.2	-24.0	62.0	112.1	389.3
2090	2	-11.0	-22.7	54.8	291.1	389.3
2090	3	-0.3	-12.1	58.6	657.3	389.3
2090	4	7.8	-4.0	68.0	922.9	389.3
2090	5	14.3	2.4	71.9	1054.7	389.3
2090	6	20.6	8.7	114.5	976.1	389.3
2090	7	22.4	10.5	130.1	797.0	389.3
2090	8	21.2	9.3	100.2	820.2	389.3
2090	9	14.2	2.3	94.4	596.5	389.3
2090	10	7.6	-4.3	84.9	279.7	389.3
2090	11	1.3	-10.5	87.2	135.3	389.3
2090	12	-9.7	-21.4	72.6	167.0	389.3
2091	1	-10.0	-21.8	62.1	107.6	389.3
2091	2	-9.8	-21.5	56.5	319.8	389.3
2091	3	-1.6	-13.4	58.1	723.4	389.3
2091	4	4.7	-7.1	55.2	1169.3	389.3
2091	5	15.9	4.0	70.9	1008.0	389.3
2091	6	24.2	12.2	111.3	963.1	389.3
2091	7	21.5	9.6	127.0	986.9	389.3
2091	8	20.8	8.9	106.2	840.2	389.3
2091	9	12.5	0.7	95.0	554.0	389.3
2091	10	6.7	-5.1	69.1	269.8	389.3
2091	11	-0.6	-12.3	74.6	169.7	389.3
2091	12	-13.3	-25.1	61.7	138.3	389.3
2092	1	-10.2	-22.0	69.0	147.7	389.3
2092	2	-7.0	-18.8	53.8	432.5	389.3
2092	3	-0.7	-12.4	52.7	692.8	389.3
2092	4	3.7	-8.2	66.9	939.6	389.3
2092	5	15.6	3.7	74.7	831.7	389.3
2092	6	19.0	7.1	96.7	868.1	389.3
2092	7	22.6	10.7	130.8	1007.1	389.3
2092	8	20.1	8.2	95.4	700.9	389.3
2092	9	17.5	5.6	97.3	509.8	389.3
2092	10	8.9	-3.0	77.2	306.3	389.3
2092	11	1.0	-10.8	88.3	172.0	389.3
2092	12	-11.9	-23.6	62.7	153.8	389.3
2093	1	-5.1	-16.9	64.2	153.8	389.3
2093	2	-10.4	-22.2	55.9	397.7	389.3
2093	3	0.1	-11.7	60.0	707.6	389.3
2093	4	3.5	-8.4	64.1	893.9	389.3
2093	5	12.8	0.9	73.4	867.7	389.3
2093	6	18.7	6.8	107.1	1109.3	389.3
2093	7	23.8	11.9	135.0	1040.5	389.3
2093	8	20.6	8.8	97.8	821.0	389.3
2093	9	14.6	2.7	100.6	593.5	389.3
2093	10	9.8	-2.0	78.1	300.6	389.3
2093	11	-0.7	-12.5	93.6	153.1	389.3
2093	12	-5.9	-17.7	66.9	172.8	389.3
2094	1	-11.2	-22.9	58.4	130.5	389.3
2094	2	-4.9	-16.7	54.5	326.0	389.3
2094	3	-1.1	-12.9	63.5	642.2	389.3
2094	4	3.5	-8.3	56.7	1048.3	389.3
2094	5	14.8	2.9	76.7	974.9	389.3
2094	6	18.8	6.9	109.3	1027.7	389.3
2094	7	21.5	9.6	121.9	777.8	389.3
2094	8	20.8	8.9	101.6	803.8	389.3
2094	9	14.3	2.4	89.2	527.2	389.3
2094	10	9.0	-2.8	82.2	297.5	389.3
2094	11	0.7	-11.1	90.3	175.1	389.3
2094	12	-6.6	-18.3	69.7	164.0	389.3
2095	1	-8.6	-20.3	63.1	144.9	389.3
2095	2	-12.5	-24.3	57.4	366.6	389.3
2095	3	-2.8	-14.6	63.8	654.5	389.3
2095	4	5.1	-6.7	56.3	1036.2	389.3
2095	5	16.5	4.6	69.3	881.9	389.3
2095	6	19.6	7.7	109.6	973.1	389.3
2095	7	23.4	11.5	120.1	912.7	389.3
2095	8	22.4	10.5	113.9	650.6	389.3
2095	9	13.7	1.9	109.1	559.0	389.3
2095	10	9.0	-2.8	96.3	266.6	389.3
2095	11	-0.7	-12.5	79.6	185.0	389.3
2095	12	-5.8	-17.5	69.7	167.9	389.3
2096	1	-9.9	-21.7	66.0	127.6	389.3
2096	2	-7.7	-19.5	57.3	432.1	389.3
2096	3	1.7	-10.1	61.4	719.9	389.3
2096	4	6.3	-5.5	63.5	1044.8	389.3
2096	5	16.0	4.1	75.3	1019.4	389.3
2096	6	17.3	5.5	95.7	887.1	389.3
2096	7	23.4	11.5	111.8	945.7	389.3
2096	8	21.2	9.3	120.5	663.5	389.3
2096	9	14.2	2.3	109.4	533.9	389.3
2096	10	7.9	-3.9	73.6	290.5	389.3
2096	11	-1.3	-13.0	79.1	135.8	389.3
2096	12	-10.8	-22.5	60.3	185.8	389.3
2097	1	-15.8	-27.5	63.6	145.9	389.3
2097	2	-7.6	-19.4	54.2	331.5	389.3
2097	3	-4.6	-16.4	60.5	833.1	389.3
2097	4	4.9	-7.0	60.8	837.5	389.3
2097	5	13.7	1.8	70.7	795.3	389.3
2097	6	21.4	9.5	114.1	1214.9	389.3
2097	7	21.7	9.9	112.5	829.8	389.3
2097	8	21.2	9.3	98.5	723.2	389.3
2097	9	14.0	2.1	102.4	617.0	389.3
2097	10	6.9	-4.9	76.4	282.5	389.3
2097	11	-1.9	-13.7	85.7	181.5	389.3
2097	12	-4.1	-15.9	65.0	122.3	389.3
2098	1	-9.7	-21.4	63.1	103.8	389.3
2098	2	-6.7	-18.5	58.5	380.7	389.3
2098	3	-3.7	-15.5	67.7	692.0	389.3
2098	4	4.0	-7.8	63.4	854.8	389.3
2098	5	14.5	2.6	82.0	884.3	389.3
2098	6	22.7	10.8	112.8	938.2	389.3
2098	7	21.0	9.1	131.6	939.5	389.3
2098	8	20.9	9.0	96.9	917.7	389.3
2098	9	14.2	2.4	115.2	611.8	389.3
2098	10	6.9	-4.9	82.4	281.3	389.3
2098	11	1.3	-10.5	98.2	179.4	389.3
2098	12	-10.4	-22.2	61.8	156.5	389.3
2099	1	-11.0	-22.7	60.2	141.1	389.3
2099	2	-9.9	-21.6	56.2	362.0	389.3
2099	3	-1.2	-13.0	58.5	664.4	389.3
2099	4	6.9	-4.9	68.1	1047.3	389.3
2099	5	14.7	2.8	77.6	856.1	389.3
2099	6	19.0	7.1	108.8	968.0	389.3
2099	7	23.1	11.2	122.7	707.4	389.3
2099	8	21.8	9.9	96.3	763.8	389.3
2099	9	17.0	5.2	97.8	481.6	389.3
2099	10	7.0	-4.8	91.3	292.1	389.3
2099	11	0.6	-11.2	88.0	174.4	389.3
2099	12	-6.6	-18.4	65.2	166.2	389.3
2100	1	-6.8	-18.6	71.3	139.8	389.3
2100	2	-5.5	-17.3	57.9	336.8	389.3
2100	3	-1.0	-12.8	55.9	736.2	389.3
2100	4	4.9	-6.9	63.8	931.3	389.3
2100	5	14.9	3.0	78.3	1105.1	389.3
2100	6	17.8	5.9	104.9	1100.8	389.3
2100	7	23.9	12.0	98.7	965.4	389.3
2100	8	21.1	9.2	116.7	833.8	389.3
2100	9	14.3	2.4	103.5	529.3	389.3
2100	10	8.8	-3.0	93.8	265.6	389.3
2100	11	-1.7	-13.5	87.9	155.6	389.3
2100	12	-8.7	-20.5	64.5	171.8	389.3
2101	1	-15.0	-26.7	66.1	145.8	389.3
2101	2	-7.6	-19.4	57.2	354.8	389.3
2101	3	-2.3	-14.1	61.8	675.1	389.3
2101	4	4.3	-7.5	55.3	1103.4	389.3
2101	5	18.3	6.4	61.6	1008.1	389.3
2101	6	20.7	8.8	92.7	942.8	389.3
2101	7	22.1	10.2	122.0	696.7	389.3
2101	8	20.0	8.1	101.2	750.5	389.3
2101	9	16.1	4.2	100.4	567.6	389.3
2101	10	7.6	-4.3	91.4	256.5	389.3
2101	11	0.3	-11.5	87.4	190.7	389.3
